ord,emm,mun,yr,dextra,edon,inegi,ife,part,dmujer,incumbent,race.after,runnerup,part2nd,mg,ddied,drepe,drepg,dlegacy,who,prior.inc.part,inc.part.after,notes,source
8083,mex-17.018,CALIMAYA,2021,0,15,15018,15018,pan-pri-prd,0,OSCAR HERNANDEZ MEZA,Term-limited-p-lost,,pt-morena-pna,0.107669268,0,,,,,pan-pri-prd,incumbent out,,
8084,mex-18.018,CALIMAYA,2024,0,15,15018,15018,pvem-pt-morena,0,OMAR GUILLERMO SANCHEZ VELAZQUEZ,2027,,pan-pri-prd-pna,0.0388,,,,,,,,,
8088,mex-10.019,CAPULHUAC,2000,0,15,15019,15019,prd,0,PABLO ENRIQUEZ DORANTES,Term-limited-p-lost,,pri,0.053653333,0,0,0,,,incumbent out,incumbent out,,
8089,mex-11.019,CAPULHUAC,2003,0,15,15019,15019,pri-pvem,0,LEONEL CINENCIO FERREYRA,Term-limited-p-lost,,prd,0.028173473,0,0,0,,,incumbent out,incumbent out,,
8090,mex-12.019,CAPULHUAC,2006,0,15,15019,15019,prd,0,EFREN ZAMORA CONDE,Term-limited-p-lost,,pri-pvem,0.152802435,0,0,0,,,incumbent out,incumbent out,,
8091,mex-13.019,CAPULHUAC,2009,0,15,15019,15019,pt,0,FILIBERTO ROJAS UBALDO,Term-limited-p-lost,,prd,0.028953655,0,0,0,,,incumbent out,incumbent out,,
8092,mex-14.019,CAPULHUAC,2012,0,15,15019,15019,pri-pvem-pna,1,LEYDI FABIOLA LEYVA GARCIA,Term-limited-p-lost,,prd,0.067739067,0,0,0,,,incumbent out,incumbent out,,
8093,mex-15.019,CAPULHUAC,2015,0,15,15019,15019,prd,0,JOSE EDUARDO NERI RODRIGUEZ,Out-p-lost,,pan,0.061354148,0,0,0,,,incumbent out,incumbent out,,
8094,mex-16.019,CAPULHUAC,2018,0,15,15019,15019,pna,0,REFUGIO FUENTES RIVAS,Reran-beaten,,pt-morena-pes,0.120345203,0,0,0,,,incumbent out,pna,,
8095,mex-17.019,CAPULHUAC,2021,0,15,15019,15019,pri,0,CASIMIRO EMMANUEL ALVARADO DIAZ,Out-p-lost,REFUGIO FUENTES RIVAS,prd,0.08768698,0,,,,,pna,2024,,
8096,mex-18.019,CAPULHUAC,2024,0,15,15019,15019,pvem-pt-morena,1,SELENNE HERNANDEZ HERRERA,2027,,pan-pri-prd-pna,0.0589,,,,,,,,,
8100,mex-10.020,COACALCO DE BERRIOZABAL,2000,0,15,15020,15020,pan,0,AUGUSTO ALEJANDRO SANCHEZ DOMINGUEZ,Term-limited-p-won,,pri,0.218477324,0,0,0,,,incumbent out,incumbent out,,
8101,mex-11.020,COACALCO DE BERRIOZABAL,2003,0,15,15020,15020,pan,1,JULIETA VILLALPANDO RIQUELME,Term-limited-p-lost,,pri-pvem,0.022462867,0,0,0,,,incumbent out,incumbent out,,
8102,mex-12.020,COACALCO DE BERRIOZABAL,2006,0,15,15020,15020,pri-pvem,0,DAVID SANCHEZ ISIDORO,Term-limited-p-won,,prd,0.050133887,0,0,0,,,incumbent out,incumbent out,,
8103,mex-13.020,COACALCO DE BERRIOZABAL,2009,0,15,15020,15020,pri-pvem-pna-psd-pfd,0,ROBERTO RUIZ MORONATTI,Term-limited-p-won,,prd,0.274691731,0,0,0,,,incumbent out,incumbent out,,
8104,mex-14.020,COACALCO DE BERRIOZABAL,2012,0,15,15020,15020,pri-pvem-pna,0,DAVID SANCHEZ ISIDORO,Term-limited-p-won,,pan,0.218478176,0,1,1,,,incumbent out,incumbent out,,
8105,mex-15.020,COACALCO DE BERRIOZABAL,2015,0,15,15020,15020,pri-pvem-pna,0,ERWIN JAVIER CASTELAN ENRIQUEZ,Out-p-lost,,prd,0.099530545,0,0,0,,,incumbent out,incumbent out,,
8106,mex-16.020,COACALCO DE BERRIOZABAL,2018,0,15,15020,15020,pt-morena-pes,0,DARWIN RENAN ESLAVA GAMIÑO,Reran-beaten,AGUSTIN BARRERA SORIANO,pan-prd-mc,0.198322615,0,0,0,,,incumbent out,pt-morena-pna,,
8107,mex-17.020,COACALCO DE BERRIOZABAL,2021,0,15,15020,15020,pan-pri-prd,0,DAVID SANCHEZ ISIDORO,Reelected,,pt-morena-pna,0.00583173,0,,,,,pt-morena-pna,2024,,
8108,mex-18.020,COACALCO DE BERRIOZABAL,2024,0,15,15020,15020,pan-pri-prd-pna,0,DAVID SANCHEZ ISIDORO,Term-limited-2027,,pvem-pt-morena,0.0311,,,,,,,,,
8112,mex-10.021,COATEPEC HARINAS,2000,0,15,15021,15021,pan,0,FERNANDO GOMEZ IZQUIERDO,Term-limited-p-lost,,pri,0.152237512,0,0,0,,,incumbent out,incumbent out,,
8113,mex-11.021,COATEPEC HARINAS,2003,0,15,15021,15021,pt,0,SAUL RUBI MUÑOZ,Term-limited-p-lost,,pri-pvem,0.028725121,0,0,0,,,incumbent out,incumbent out,,
8114,mex-12.021,COATEPEC HARINAS,2006,0,15,15021,15021,pri-pvem,0,GERARDO XAVIER HERNANDEZ TAPIA,Term-limited-p-won,,prd-pt,0.133553395,0,0,0,,,incumbent out,incumbent out,,
8115,mex-13.021,COATEPEC HARINAS,2009,0,15,15021,15021,pri-pvem-pna-psd-pfd,0,EDGAR GERARDO DIAS ALVAREZ,Term-limited-p-lost,,pan,0.022052898,0,0,0,,,incumbent out,incumbent out,,
8116,mex-14.021,COATEPEC HARINAS,2012,0,15,15021,15021,pan,0,GILBERTO MENDEZ DIAZ,Term-limited-p-lost,,pri-pvem-pna,0.046165348,0,0,0,,,incumbent out,incumbent out,,
8117,mex-15.021,COATEPEC HARINAS,2015,0,15,15021,15021,pri-pvem-pna,0,OSCAR DOMINGUEZ MERCADO,Out-p-lost,,pan,0.31389795,0,0,0,,,incumbent out,incumbent out,,
8118,mex-16.021,COATEPEC HARINAS,2018,0,15,15021,15021,pt-morena-pes,0,SAUL RUBI MUÑOZ,Reran-beaten,,pri,0.185606481,0,1,1,,,incumbent out,pt-morena-pna,,
8119,mex-17.021,COATEPEC HARINAS,2021,0,15,15021,15021,pan-pri-prd,0,MARCO ANTONIO DIAZ JUAREZ,Reelected,,pt-morena-pna,0.17241799,0,,,,,pt-morena-pna,2024,,
8120,mex-18.021,COATEPEC HARINAS,2024,0,15,15021,15021,pan-pri-prd-pna,0,MARCO ANTONIO DIAZ JUAREZ,Term-limited-2027,,pvem-pt-morena,0.123,,,,,,,,,
8124,mex-10.022,COCOTITLAN,2000,0,15,15022,15022,prd,0,LUIS CHAVARRIA GUADARRAMA,Term-limited-p-lost,,pvem,0.150462487,0,0,0,,,incumbent out,incumbent out,,
8125,mex-11.022,COCOTITLAN,2003,0,15,15022,15022,conve,0,CARMELO GALICIA SUAREZ,Term-limited-p-lost,,pas,0.084641638,0,1,1,,,incumbent out,incumbent out,,
8126,mex-12.022,COCOTITLAN,2006,0,15,15022,15022,pri-pvem,0,MIGUEL FLORIN GONZALEZ,Term-limited-p-lost,,pan,0.034456645,0,0,0,,,incumbent out,incumbent out,,
8127,mex-13.022,COCOTITLAN,2009,0,15,15022,15022,pan,0,JOSUE RUBEN CASTILLO GUTIERREZ,Term-limited-p-lost,,pri-pvem-pna-psd-pfd,0.16722408,0,0,0,,,incumbent out,incumbent out,,
8128,mex-14.022,COCOTITLAN,2012,0,15,15022,15022,pri-pvem-pna,0,MIGUEL FLORIN GONZALEZ,Term-limited-p-lost,,prd,0.088405993,0,1,1,,,incumbent out,incumbent out,,
8129,mex-15.022,COCOTITLAN,2015,0,15,15022,15022,prd,0,TOMAS SUAREZ JUAREZ,Reelected,,pri-pvem-pna,0.037834133,0,0,0,,,incumbent out,prd,,
8130,mex-16.022,COCOTITLAN,2018,0,15,15022,15022,prd,0,TOMAS SUAREZ JUAREZ,Term-limited-p-lost,,pan,0.031030107,0,1,1,,,prd,incumbent out,,
8131,mex-17.022,COCOTITLAN,2021,0,15,15022,15022,mc,0,FELIX GUZMAN FLORIN,Reran-beaten,,pt-morena-pna,0.163680683,0,,,,,incumbent out,2024,,
8132,mex-18.022,COCOTITLAN,2024,0,15,15022,15022,pan-pri-prd-pna,0,MIGUEL ARTEMIO FLORIN FLORIN,2027,FELIX GUZMAN FLORIN,mc,0.0549,,,,,,,,,
8136,mex-10.023,COYOTEPEC,2000,0,15,15023,15023,pri,0,IGNACIO ANGUIANO MARTINEZ,Term-limited-p-lost,,pan,0.043765224,0,0,0,,,incumbent out,incumbent out,,
8137,mex-11.023,COYOTEPEC,2003,0,15,15023,15023,conve,0,JUAN ABAD DE JESUS,Term-limited-p-lost,,pan,0.201858182,0,1,1,,,incumbent out,incumbent out,,
8138,mex-12.023,COYOTEPEC,2006,0,15,15023,15023,prd-pt,0,CARLOS MELENDEZ LOPEZ,Term-limited-p-lost,,pri-pvem,0.033125946,0,0,0,,,incumbent out,incumbent out,,
8139,mex-13.023,COYOTEPEC,2009,0,15,15023,15023,pri-pvem-pna-psd-pfd,0,JUAN ANTONIO CASAS RODRIGUEZ,Term-limited-p-won,,pan,0.151102425,0,0,0,,,incumbent out,incumbent out,,
8140,mex-14.023,COYOTEPEC,2012,0,15,15023,15023,pri-pvem-pna,0,ALFREDO ANGUIANO FUENTES,Term-limited-p-lost,,pan,0.051506367,0,0,0,,,incumbent out,incumbent out,,
8141,mex-15.023,COYOTEPEC,2015,0,15,15023,15023,pan,0,PEDRO LUNA VARGAS,Out-p-lost,,pri-pvem-pna,0.0703125,0,0,0,,,incumbent out,incumbent out,,
8142,mex-16.023,COYOTEPEC,2018,0,15,15023,15023,pt-morena-pes,0,SERGIO ANGUIANO MELENDEZ,Dead-p-won,,pan-prd-mc,0.054612069,1,0,0,,,incumbent out,incumbent out,died covid19 8jun2020,
8143,mex-17.023,COYOTEPEC,2021,0,15,15023,15023,pt-morena-pna,0,ANDRES OSCAR MONTOYA MARTINEZ,Out-p-won,,pan-pri-prd,0.045991903,0,,,,,incumbent out,2024,,
8144,mex-18.023,COYOTEPEC,2024,0,15,15023,15023,pvem-pt-morena,1,MARISOL LUNA CRUZ,2027,,pan-pri-prd-pna,0.0894,,,,,,,,,
8148,mex-10.024,CUAUTITLAN,2000,0,15,15024,15024,pan,1,EDELMIRA GUTIERREZ RIOS,Term-limited-p-lost,,pri,0.025947953,0,0,0,,,incumbent out,incumbent out,,
8149,mex-11.024,CUAUTITLAN,2003,0,15,15024,15024,pri-pvem,0,GABRIEL CASILLAS ZANATTA,Term-limited-p-won,,pan,0.029795879,0,0,0,,,incumbent out,incumbent out,,
8150,mex-12.024,CUAUTITLAN,2006,0,15,15024,15024,pri-pvem,0,MIGUEL ANGEL BECERRIL LOPEZ,Term-limited-p-won,,prd-conve,0.12269485,0,0,0,,,incumbent out,incumbent out,,
8151,mex-13.024,CUAUTITLAN,2009,0,15,15024,15024,pri-pvem-pna-psd-pfd,0,FRANCISCO JAVIER FERNANDEZ CLAMONT,Term-limited-p-won,,pan,0.35282167,0,0,0,,,incumbent out,incumbent out,,
8152,mex-14.024,CUAUTITLAN,2012,0,15,15024,15024,pri-pvem-pna,0,GABRIEL CASILLAS ZANATTA,Term-limited-p-won,,prd,0.126806215,0,1,1,,,incumbent out,incumbent out,,
8153,mex-15.024,CUAUTITLAN,2015,0,15,15024,15024,pri-pvem-pna,1,MARTHA ELVIA FERNANDEZ SANCHEZ,Dead-p-lost,,pan,0.096022662,1,0,0,,,incumbent out,incumbent out,died cancer 5mar2017,
8154,mex-16.024,CUAUTITLAN,2018,0,15,15024,15024,pt-morena-pes,0,MARIO ARIEL JUAREZ RODRIGUEZ,Out-p-lost,,pri,0.162823437,0,0,0,,,incumbent out,incumbent out,,
8155,mex-17.024,CUAUTITLAN,2021,0,15,15024,15024,pan-pri-prd,0,ALDO LEDEZMA REYNA,Reran-beaten,,pt-morena-pna,0.053910373,0,,,,,incumbent out,2024,,
8156,mex-18.024,CUAUTITLAN,2024,0,15,15024,15024,pvem-pt-morena,1,JUANA CARRILLO LUNA,2027,ALDO LEDEZMA REYNA,pan-pri-prd-pna,0.0391,,,,,,,,,
8160,mex-10.025,CHALCO,2000,0,15,15025,15026,pri,0,EULALIO ESPARZA NIETO,Term-limited-p-won,,pan,0.044569402,0,0,0,,,incumbent out,incumbent out,,
8161,mex-11.025,CHALCO,2003,0,15,15025,15026,pri-pvem,0,JAIME ESPEJEL LAZCANO,Term-limited-p-lost,,prd,2.33956437311373E-05,0,0,0,,,incumbent out,incumbent out,,
8162,mex-12.025,CHALCO,2006,0,15,15025,15026,prd,0,VICENTE ALBERTO ONOFRE VAZQUEZ,Term-limited-p-lost,,pri-pvem,0.084670144,0,0,0,,,incumbent out,incumbent out,,
8163,mex-13.025,CHALCO,2009,0,15,15025,15026,pri-pvem-pna-psd-pfd,0,JUAN MANUEL CARBAJAL HERNANDEZ,Term-limited-p-won,,conve,0.140669948,0,0,0,,,incumbent out,incumbent out,,
8164,mex-14.025,CHALCO,2012,0,15,15025,15026,pri-pvem-pna,0,FRANCISCO OSORNO SOBERON,Term-limited-p-won,,prd,0.151640038,0,0,0,,,incumbent out,incumbent out,,
8165,mex-15.025,CHALCO,2015,0,15,15025,15026,pri-pvem-pna,0,JUAN MANUEL CARBAJAL HERNANDEZ,Out-p-lost,,prd,0.14317972,0,1,1,,,incumbent out,incumbent out,,
8166,mex-16.025,CHALCO,2018,0,15,15025,15026,pt-morena-pes,0,JOSE MIGUEL GUTIERREZ MORALES,Reelected,,pri,0.343424703,0,0,0,,,incumbent out,pt-morena-pna,,
8167,mex-17.025,CHALCO,2021,0,15,15025,15026,pt-morena-pna,0,JOSE MIGUEL GUTIERREZ MORALES,Term-limited-p-won,,pan-pri-prd,0.172730915,0,,,,,pt-morena-pna,incumbent out,,
8168,mex-18.025,CHALCO,2024,0,15,15025,15026,morena,1,ABIGAIL SANCHEZ MARTINEZ,2027,,pvem,0.2878,,,,,,,,,
8172,mex-10.026,CHAPA DE MOTA,2000,0,15,15026,15027,pan,0,ROBERTO ZEPEDA GUADARRAMA,Term-limited-p-lost,,pri,0.097534576,0,0,0,,,incumbent out,incumbent out,,
8173,mex-11.026,CHAPA DE MOTA,2003,0,15,15026,15027,pri-pvem,0,EDEL RODEA LARA,Term-limited-p-lost,,pan,0.041572633,0,0,0,,,incumbent out,incumbent out,,
8174,mex-12.026,CHAPA DE MOTA,2006,0,15,15026,15027,pan,1,LETICIA ZEPEDA MARTINEZ,Term-limited-p-lost,,pri-pvem,0.201626669,0,0,0,,,incumbent out,incumbent out,,
8175,mex-13.026,CHAPA DE MOTA,2009,0,15,15026,15027,pri-pvem-pna-psd-pfd,0,JOAQUIN CRUZ SALAZAR,Term-limited-p-lost,,pan,0.014323865,0,0,0,,,incumbent out,incumbent out,,
8176,mex-14.026,CHAPA DE MOTA,2012,0,15,15026,15027,pan,0,EDUARDO MARTINEZ VAZQUEZ,Term-limited-p-won,,pri-pvem-pna,0.16611998,0,0,0,,,incumbent out,incumbent out,,
8177,mex-15.026,CHAPA DE MOTA,2015,0,15,15026,15027,pan-pt,1,LETICIA ZEPEDA MARTINEZ,Reelected,,pri-pvem-pna,0.17875259,0,1,1,,,incumbent out,pan-prd-mc,,
8178,mex-16.026,CHAPA DE MOTA,2018,0,15,15026,15027,pan-prd-mc,1,LETICIA ZEPEDA MARTINEZ,Term-limited-p-won,,pna,0.163372303,0,1,1,,,pan-prd-mc,incumbent out,,
8179,mex-17.026,CHAPA DE MOTA,2021,0,15,15026,15027,pan-pri-prd,0,ANICETO PASTOR CRUZ GARCIA,Out-p-lost,,pt-morena-pna,0.252398196,0,,,,,incumbent out,2024,,
8180,mex-18.026,CHAPA DE MOTA,2024,0,15,15026,15027,pvem-pt-morena,1,MARIA GUADALUPE FRANCO CRUZ,2027,,pan-pri-prd-pna,0.0502,,,,,,,,,
8184,mex-10.027,CHAPULTEPEC,2000,0,15,15027,15028,pri,0,J CONCEPCION ALVARO CORTES RIVERA,Term-limited-p-lost,,pan,0.149036403,0,0,0,,,incumbent out,incumbent out,,
8185,mex-11.027,CHAPULTEPEC,2003,0,15,15027,15028,pan,0,LUIS NAVA CORTES,Term-limited-p-lost,,pri-pvem,0.006691761,0,0,0,,,incumbent out,incumbent out,,
8186,mex-12.027,CHAPULTEPEC,2006,0,15,15027,15028,pri-pvem,0,ISRAEL GARCIA DELGADO,Term-limited-p-won,,pan,0.154337214,0,0,0,,,incumbent out,incumbent out,,
8187,mex-13.027,CHAPULTEPEC,2009,0,15,15027,15028,pri-pvem-pna-psd-pfd,0,ISIDRO PABLO HERNANDEZ CASTILLO,Term-limited-p-won,,pt,0.168525776,0,0,0,,,incumbent out,incumbent out,,
8188,mex-14.027,CHAPULTEPEC,2012,0,15,15027,15028,pri-pvem-pna,0,CARLOS GERARDO SERRANO FLORES,Term-limited-p-lost,,pt,0.083065626,0,0,0,,,incumbent out,incumbent out,,
8189,mex-15.027,CHAPULTEPEC,2015,0,15,15027,15028,pan-pt,0,JOSE LUIS AYALA SOMERA,Out-p-lost,,pri-pvem-pna,0.067273535,0,0,0,,,incumbent out,incumbent out,,
8190,mex-16.027,CHAPULTEPEC,2018,0,15,15027,15028,pri,1,LAURA AMALIA GONZALEZ MARTINEZ,Reelected,,pvem,0.193278774,0,0,0,,,incumbent out,pri,,
8191,mex-17.027,CHAPULTEPEC,2021,0,15,15027,15028,pan-pri-prd,1,LAURA AMALIA GONZALEZ MARTINEZ,Term-limited-p-lost,,pt-morena-pna,0.062237495,0,,,,,pri,incumbent out,,
8192,mex-18.027,CHAPULTEPEC,2024,0,15,15027,15028,pvem-pt-morena,1,JAZMIN DELGADO LOPEZ,2027,,pan-pri-prd-pna,0.1029,,,,,,,,,
8196,mex-10.028,CHIAUTLA,2000,0,15,15028,15029,pcd,0,RICARDO BOJORJES CASTRO,Term-limited-p-lost,,pri,0.004788042,0,0,0,,,incumbent out,incumbent out,,
8197,mex-11.028,CHIAUTLA,2003,0,15,15028,15029,pri-pvem,0,SANTIAGO MEJIA CONDE,Term-limited-p-won,,pt,0.079710145,0,0,0,,,incumbent out,incumbent out,,
8198,mex-12.028,CHIAUTLA,2006,0,15,15028,15029,pri-pvem,0,GONZALO BOJORGES CONDE,Term-limited-p-won,,prd,0.033340172,0,0,0,,,incumbent out,incumbent out,,
8199,mex-13.028,CHIAUTLA,2009,0,15,15028,15029,pri-pvem-pna-psd-pfd,0,JOSE CAZARES QUEZADA,Term-limited-p-won,,prd,0.049289009,0,0,0,,,incumbent out,incumbent out,,
8200,mex-14.028,CHIAUTLA,2012,0,15,15028,15029,pri-pvem-pna,0,GONZALO BOJORGES CONDE,Term-limited-p-won,,pt-mc,0.17158262,0,1,1,,,incumbent out,incumbent out,,
8201,mex-15.028,CHIAUTLA,2016,1,15,15028,15029,pri-pvem-pna,0,ANGEL MELO ROJAS,Out-p-lost,,morena,0.070421426,0,0,0,,,incumbent out,incumbent out,,iee
8202,mex-16.028,CHIAUTLA,2018,0,15,15028,15029,morena,0,JOSE MIGUEL AGUIRRE RUIZ,Reran-beaten,,pri,0.168029233,0,0,0,,,incumbent out,morena,,
8203,mex-17.028,CHIAUTLA,2021,0,15,15028,15029,pri,1,MARICELA MELO ROJAS,Out-p-lost,,morena,0.007106759,0,,,,,morena,2024,,
8204,mex-18.028,CHIAUTLA,2024,0,15,15028,15029,mc,0,ALFREDO BANDA HERNANDEZ,2027,,pvem-pt-morena,0.0793,,,,,,,,,
8208,mex-10.029,CHICOLOAPAN,2000,0,15,15029,15030,prd,0,JUAN MANUEL SAN MARTIN HERNANDEZ,Term-limited-p-won,,pri,0.053161982,0,0,0,,,incumbent out,incumbent out,,
8209,mex-11.029,CHICOLOAPAN,2003,0,15,15029,15030,prd,0,DOMINGO APOLINAR HERNANDEZ HERNANDEZ,Term-limited-p-won,,pri-pvem,0.089261745,0,0,0,,,incumbent out,incumbent out,,
8210,mex-12.029,CHICOLOAPAN,2006,0,15,15029,15030,prd-pt,0,ADRIAN MANUEL GALICIA SALCEDA,Term-limited-p-won,,pri-pvem,0.039382215,0,0,0,,,incumbent out,incumbent out,,
8211,mex-13.029,CHICOLOAPAN,2009,0,15,15029,15030,prd-pt,0,RAFAEL GOMEZ ALVARADO,Term-limited-p-lost,,pri-pvem-pna-psd-pfd,0.052771656,0,0,0,,,incumbent out,incumbent out,,
8212,mex-14.029,CHICOLOAPAN,2012,0,15,15029,15030,pri-pvem-pna,0,ANDRES AGUIRE ROMERO,Term-limited-p-won,,prd,0.055472736,0,0,0,,,incumbent out,incumbent out,,
8213,mex-15.029,CHICOLOAPAN,2015,0,15,15029,15030,pri-pvem-pna,0,JOSE MEDARDO ARREGUIN HERNANDEZ,Out-p-lost,,prd,0.11499343,0,0,0,,,incumbent out,incumbent out,,
8214,mex-16.029,CHICOLOAPAN,2018,0,15,15029,15030,pt-morena-pes,1,NANCY JAZMIN GOMEZ VARGAS,Reelected,,pri,0.198787496,0,0,0,,,incumbent out,pt-morena-pna,,
8215,mex-17.029,CHICOLOAPAN,2021,0,15,15029,15030,pt-morena-pna,1,NANCY JAZMIN GOMEZ VARGAS,Term-limited-p-won,,pri,0.06472459,0,,,,,pt-morena-pna,incumbent out,,
8216,mex-18.029,CHICOLOAPAN,2024,0,15,15029,15030,pvem-pt-morena,0,FRANCISCO JAVIER MENDOZA VASQUEZ,2027,,pan-pri-prd-pna,0.2102,,,,,,,,,
8220,mex-10.030,CHICONCUAC,2000,0,15,15030,15031,pri,0,GABRIEL DE LA CRUZ SORIANO,Term-limited-p-lost,,pt,0.023238192,0,0,0,,,incumbent out,incumbent out,,
8221,mex-11.030,CHICONCUAC,2003,0,15,15030,15031,pt,0,MAURO RODRIGUEZ YESCAS,Term-limited-p-lost,,conve,0.013673655,0,0,0,,,incumbent out,incumbent out,,
8222,mex-12.030,CHICONCUAC,2006,0,15,15030,15031,conve,0,LUCIANO CASTILLO RODRIGUEZ,Term-limited-p-lost,,pan,0.065567435,0,0,0,,,incumbent out,incumbent out,,
8223,mex-13.030,CHICONCUAC,2009,0,15,15030,15031,pri-pvem-pna-psd-pfd,0,EFREN GONZALEZ DELGADO,Term-limited-p-lost,,conve,0.134166214,0,0,0,,,incumbent out,incumbent out,,
8224,mex-14.030,CHICONCUAC,2012,0,15,15030,15031,pan,0,JORGE ALBERTO GALVAN VELASCO,Term-limited-p-lost,,pt,0.028334102,0,0,0,,,incumbent out,incumbent out,,
8225,mex-15.030,CHICONCUAC,2015,0,15,15030,15031,pri-pvem-pna,0,RIGOBERTO FLORES SANCHEZ,Out-p-lost,,ph,0.054987791,0,0,0,,,incumbent out,incumbent out,,
8226,mex-16.030,CHICONCUAC,2018,0,15,15030,15031,pt-morena-pes,1,AGUSTINA CATALINA VELASCO VICUÑA,Reelected,,pan-prd-mc,0.130758427,0,0,0,,,incumbent out,pt-morena-pna,,
8227,mex-17.030,CHICONCUAC,2021,0,15,15030,15031,pt-morena-pna,1,AGUSTINA CATALINA VELASCO VICUÑA,Term-limited-p-won,,pes,0.099975294,0,,,,,pt-morena-pna,incumbent out,,
8228,mex-18.030,CHICONCUAC,2024,0,15,15030,15031,pt,0,RAFAEL VAZQUEZ DE LA ROSA,2027,,morena,0.0432,,,,,,,,,
8232,mex-10.031,CHIMALHUACAN,2000,0,15,15031,15032,pri,0,JESUS TOLENTINO ROMAN BOJORQUEZ,Term-limited-p-won,,prd,0.061653635,0,0,0,,,incumbent out,incumbent out,,prensa
8233,mex-11.031,CHIMALHUACAN,2003,0,15,15031,15032,pri-pvem,0,MIGUEL ANGEL CASIQUE PEREZ,Term-limited-p-won,,conve,0.218597538,0,0,0,,,incumbent out,incumbent out,,
8234,mex-12.031,CHIMALHUACAN,2006,0,15,15031,15032,pri-pvem,0,MARCO ANTONIO LAZARO CANO,Term-limited-p-won,,prd-pt,0.051342821,0,0,0,,,incumbent out,incumbent out,,
8235,mex-13.031,CHIMALHUACAN,2009,0,15,15031,15032,pri-pvem-pna-psd-pfd,0,JESUS TOLENTINO ROMAN BOJORQUEZ,Term-limited-p-won,,prd-pt,0.310880679,0,0,0,,,incumbent out,incumbent out,,
8236,mex-14.031,CHIMALHUACAN,2012,0,15,15031,15032,pri-pvem-pna,0,TELESFORO GARCIA CARREON,Term-limited-p-won,,prd,0.237165199,0,0,0,,,incumbent out,incumbent out,,
8237,mex-15.031,CHIMALHUACAN,2015,0,15,15031,15032,pri-pvem-pna,1,ROSALBA PINEDA RAMIREZ,Out-p-won,,morena,0.326576367,0,0,0,,,incumbent out,incumbent out,,
8238,mex-16.031,CHIMALHUACAN,2018,0,15,15031,15032,pri,0,JESUS TOLENTINO ROMAN BOJORQUEZ,Reran-beaten,DIONISIO DIAZ GUEVARA,pt-morena-pes,0.014282013,0,1,1,,,incumbent out,pri,esposo de MARICELA SERRANO HERNANDEZ antorchista,
8239,mex-17.031,CHIMALHUACAN,2021,0,15,15031,15032,pt-morena-pna,1,XOCHITL FLORES JIMENEZ,Reelected,,pri,0.085694068,0,,,,,pri,2024,,
8240,mex-18.031,CHIMALHUACAN,2024,0,15,15031,15032,pvem-pt-morena,1,XOCHITL FLORES JIMENEZ,Term-limited-2027,,pri,0.2508,,,,,,,,,
8244,mex-10.032,DONATO GUERRA,2000,0,15,15032,15033,pri,0,ANSELMO VEGA CHICO,Term-limited-p-lost,,prd,0.17039801,0,0,0,,,incumbent out,incumbent out,,
8245,mex-11.032,DONATO GUERRA,2003,0,15,15032,15033,prd,0,TOMAS OCTAVIANO FELIX,Term-limited-p-won,,pri-pvem,0.067030889,0,0,0,,,incumbent out,incumbent out,,
8246,mex-12.032,DONATO GUERRA,2006,0,15,15032,15033,prd,0,ARTURO PIÑA GARCIA,Term-limited-p-lost,,pri-pvem,0.146360485,0,0,0,,,incumbent out,incumbent out,,
8247,mex-13.032,DONATO GUERRA,2009,0,15,15032,15033,pri-pvem-pna-psd-pfd,0,ALFREDO ALBARRAN ARRIAGA,Term-limited-p-won,,prd,0.068360693,0,0,0,,,incumbent out,incumbent out,,
8248,mex-14.032,DONATO GUERRA,2012,0,15,15032,15033,pri-pvem-pna,0,TOMAS SANTIAGO FELIX,Term-limited-p-lost,,prd-pt,0.029117496,0,0,0,,,incumbent out,incumbent out,,
8249,mex-15.032,DONATO GUERRA,2015,0,15,15032,15033,prd,0,LUCIO VIDAL GARCIA,Out-p-won,,pri,0.038289649,0,0,0,,,incumbent out,incumbent out,,
8250,mex-16.032,DONATO GUERRA,2018,0,15,15032,15033,pan-prd-mc,1,ELIZA OJEDA RENTERIA,Out-p-won,,pri,0.027511235,0,0,0,,,incumbent out,incumbent out,,
8251,mex-17.032,DONATO GUERRA,2021,0,15,15032,15033,pan-pri-prd,1,MARIA DEL CARMEN ALBARRAN GABRIEL,Reelected-dif-p,,pt-morena-pna,0.331617999,0,,,,,incumbent out,2024,reran as morena and won,
8252,mex-18.032,DONATO GUERRA,2024,0,15,15032,15033,morena,1,MARIA DEL CARMEN ALBARRAN GABRIEL,Term-limited-2027,,pan-pri-prd-pna,0.0155,,,,,,,,,
8256,mex-10.033,ECATEPEC DE MORELOS,2000,0,15,15033,15034,pan,0,AGUSTIN HERNANDEZ PASTRANA,Term-limited-p-lost,,pri,0.092288189,0,0,0,,,incumbent out,incumbent out,,
8257,mex-11.033,ECATEPEC DE MORELOS,2003,0,15,15033,15034,pri-pvem,0,ERUVIEL AVILA VILLEGAS,Term-limited-p-lost,,pan,0.031988825,0,0,0,,,incumbent out,incumbent out,,
8258,mex-12.033,ECATEPEC DE MORELOS,2006,0,15,15033,15034,prd-pt,0,JOSE LUIS GUTIERREZ CUREÑO,Term-limited-p-lost,,pri-pvem,0.055314432,0,0,0,,,incumbent out,incumbent out,,
